name,recorded_date,reviewer_name,review_date,reviewer_text
Herald E Bike Royal Prime,2023-11-10,Salim,19 Oct 2023,4.4 It often includes a rear rack or basket for carrying groceries or other items while riding. This bike is designed to provide a comfortable and enjoyable riding experience.
Herald E Bike Royal Prime,2023-11-10,Anuj gupta,19 Oct 2023,"4.4It typically includes both front and rear disc brakes, which offer responsive stopping power in various weather conditions. This bike may also come with additional safety features such as LED lights for improved visibility during nighttime rides."
Herald E Bike Royal Prime,2023-11-10,Mehtab alam,18 Oct 2023,"3.7Stylish design that is sure to turn heads on the road. It is designed to be lightweight and compact, making it easy to handle and maneuver, especially in tight spaces. With its agile handling and efficient motor, it offers a fun and eco-friendly way to get around the city. Well-proportioned dimensions gives modernized and glossy design looks."
Herald E Bike Legend Prime,2023-11-10,Dr KANISKA SARKAR,19 Oct 2023,4.4Easy to ride it on street as well as in city. Well cruising on high speed. Comfortable ride quality and seating position.
Herald E Bike Legend Prime,2023-11-10,Sahil,19 Oct 2023,"4.4Its been designed retaining in thoughts the comfort of the rider, with a focus on supplying a comfort and fun riding experience. Seating function is secure, bearing in mind a natural posture."
Herald E Bike Legend Prime,2023-11-10,Ravi,18 Oct 2023,"3.8 It sports clean lines and a modern aesthetic. It has an attractive and modern appearance thanks to its current aesthetics. With its breathtaking design and looks, it is best for brief metropolis commutes. It is enough to capture attention and gives a glossy."
Herald E Bike Royal DLX,2023-11-10,Vivek Singh,19 Oct 2023,"4.4Equipped with high-quality components that provide a smooth and stable ride. Suspension ensures optimal comfort and handling, regardless of the terrain or riding style."
Herald E Bike Royal DLX,2023-11-10,Atul Singh,19 Oct 2023,4.4It provides good avail and true riding sapience while being filled with intricacy and experience. It has nice legroom and also quite more comfortable. 
Herald E Bike Royal DLX,2023-11-10,Deepak,18 Oct 2023,"3.8Long and comfortable seat and passenger footrest. It also has a fully-digital instrument cluster, digital display system, alloy wheels, and tubeless tires. It is very stylish and comfortable. Seating is smooth and has a premium look."
Ujaas eZy,2023-11-10,Krish Khatri,2 Month ago,3.0 I got test ride it was well comfort  feature are nice
Ujaas eZy,2023-11-10,Mathew,7 Month ago,4.0The speed is low but good to handle
Ujaas eGo LA,2023-11-10,Rajeev,2 Month ago,4.6 It looks stunning & sturdy...looking for dealers in Mumbai west for buying 
Ujaas eGo LA,2023-11-10,Sandeep,7 Month ago,4.0I was looking for something which was easy to ride so that everyone in the family can uses it& economical and trendy
Ujaas eSPA LA,2023-11-10,Arun,7 Month ago,4.0Good Comfortable & easy to ride in city but performance not good
Ujaas eGo T3,2023-11-10,Jupiter Roy,28 Oct 2023,"5.0Most Comfortable ev ground clearance is absolutely good.The design is also nice.

"
Ujaas eGo T3,2023-11-10,Satish kumar,7 Month ago,4.0I bought this for my sister& she was really happy with it
Ujaas eSPA Li,2023-11-10,Mohammad muzammil,7 Month ago,4.0Look wise its an nice scooter comapre to others
Ujaas eGo Li,2023-11-10,Ismail sahad,7 Month ago,4.0Best Scooter At This Price Range With Good Mileage
Gowel Scooters ZX EV,2023-11-10,Amit Agarwal,1 Year ago,4.0This looks great and the maintenance cost is very low since it is an EV vehicle. It is the best option to buy.
Ather 450X,2023-11-10,Anonymous,08 Nov 2023,"5.0My experience with this bike are good and give very good milage I am certified this bike and bike looking are good milage good battery backup good colour good average good I give rating five over roll performance and I suggest othe person buy this bike hare all future are ..

"
Ather 450X,2023-11-10,Anonymous,04 Nov 2023,5.0Good look like sports vehicle and safety futures are nice also good average no charging issue all over its nice in ride and battery life is too gud suspension motor belt is also good over all its nice and be safe vehicle in electric segment it's to gud thank u 
Ather 450X,2023-11-10,Anonymous,31 Oct 2023,5.0It is one of the Best EV scooter with Smart Features and Comfortable to ride  
Ather 450S,2023-11-10,Anonymous,09 Nov 2023,5.0The design of the scooty is nice and the speedometer provided is digital with a great features it feels like a premium scooty `with a good range and the maintenance cost is also low 
Ather 450S,2023-11-10,badriram,19 Oct 2023,"4.4Modern design that sets it apart from other electric scooters in its class. It features a lightweight and durable body made of fiberglass and aerospace-grade aluminum. The scooter has a low seat height and a wide footprint, making it easy to handle and maneuver. The 450S also has a unique and stylish LED headlight and taillight design that adds to its aesthetic appeal."
Ather 450S,2023-11-10,Dablu,19 Oct 2023,"4.4High-performance electric motor that produces 5.4 kW of power and 20.4 Nm of torque, allowing it to reach a top speed of 70 km/h. A 2.9 kWh lithium-ion battery that provides a range of up to 75 km on a single charge."
Detel EV Easy Plus,2023-11-10,Hari Chand,1 Year ago,4.4It has Easy maneuverability in any road condition.It is Lightweight.
Detel EV Easy Plus,2023-11-10,Anuj Dwivedi,1 Year ago,3.4It is essentially a low-speed electric mobility product designed for short city commutes.
Aeroride E Spark,2023-11-10,delhi,8 Month ago,4.0Performance of scooter good but battery issues problem
Aeroride YB2000,2023-11-10,Samer singh,8 Month ago,4.0Good ride quality & features also. I feel comfortable when drive. I like it
YOBykes Drift,2023-11-10,Sanu Raj,8 Month ago,5.0Yo bykes is beautiful for drive and for local use.
YOBykes Edge,2023-11-10,keval hirpara,2 Year ago,4.4This scotter is available in 4 attractive colors and has 2 variants.
YOBykes Edge,2023-11-10,Zubair khan,2 Year ago,4.6Love this bike as I don't need licence and petrol to drive& and range is also good.
YOBykes Edge,2023-11-10,Aftab,2 Year ago,4.6Best Scooter At This Price Range With Good Mileage
Raftaar Galaxy,2023-11-10,Atharva Lokare,2 Month ago,3.8cool features and nice comfort
Raftaar Galaxy,2023-11-10,Dr S Naushad ali,7 Month ago,3.7Its a electric stooty comfortable drive. battery capcity is good
Raftaar Electrica,2023-11-10,Parveen,7 Month ago,3.7this scooty have 2 varriants .very easy to drive this scooty 
Raftaar Lima,2023-11-10,MOHAMMAD HANEEF,19 Oct 2023,"4.4It is more relaxed and upright riding position bike. This puts less strain on the rider's back, neck, and shoulders.It has superior ergonomics to ensure maximum comfort."
Raftaar Lima,2023-11-10,Prakash,19 Oct 2023,4.4It has average range of 65-70 km on a full charge. It takes 6-8 hours to charge also it has a 60v graphene battery with a 1 year warranty. Battery expected life is approximately 2.5-3 years.
Raftaar Lima,2023-11-10,Nitish,18 Oct 2023,"3.8Seat that is designed to provide maximum support and comfort for the rider. Ergonomic features such as a comfortable leg space, a wide and adjustable handlebar, and a spacious under-seat storage compartment. These features provide a comfortable and convenient riding experience for the rider. "
Raftaar Cruzer R1,2023-11-10,Prabhakar,1 Year ago,4.6Best scooty for ladies in india. great design & various color choices. overall performance is good
Raftaar Cruzer R1,2023-11-10,Akshay,1 Year ago,4.2Easy to ride in city with tubeless tyres.
Raftaar Bumblebee,2023-11-10,Rolan Furtado,1 Month ago,"4.6Conventional handlebar layout, offering an upright driving posture that promotes rider comfortable. 
"
Raftaar Bumblebee,2023-11-10,Anymous,12 Month ago,"1.4Dont buy this local company EV vehicle ,we regret for this ,fiber quality is very poor ,Vehicle lock Broke within 10/15 days ,Dealer shut the store.if facing any problem how can we solve."
Raftaar Bumblebee,2023-11-10,Animesh,1 Year ago,4.2Ride is smooth as compared with other scooters in this price range and acceleration is reasonably good but not great
Ola S1 Pro,2023-11-10,ashish mehta,10 Nov 2023,"4.4The absence of complex components like transmissions and exhaust systems reduces the chances of mechanical failures. Additionally, electric motors have fewer moving parts, which further contributes to their reliability."
Ola S1 Pro,2023-11-10,Hari dhan,10 Nov 2023,"4.4It boasts a sleek and modern design that is sure to turn heads on the road. The bike features a lightweight aluminum frame, which makes it easy to maneuver and handle. The bike also has a comfortable saddle and ergonomic grips, making it perfect for long rides."
Ola S1 Pro,2023-11-10,Santanu,08 Nov 2023,4.4It has a claimed range of up to 181 kilometers on a single charge thanks to a 3.97 kWh lithium-ion battery pack. It has a strong electric motor that can generate up to 8.5 kW of peak power and 58 Nm of peak torque.
Ola S1 Air,2023-11-10,Anonymous,03 Nov 2023,"5.0A really love this scotter because after the ola s1
This update is awesome with telescopic suspension and other features. Worth every penny for this bike, ola electric is far better better than other electric bikes compared . All just a very awesome electric bikes so smooth and reliable "
Ola S1 Air,2023-11-10,Arjun,16 Oct 2023,3.0the design of it is great and also comes with great features 
Ola S1 Air,2023-11-10,Gaurav Kumar,16 Oct 2023,2.6The features provided in this are quite impressive 
Ola Electric S1 X,2023-11-10,Pradum,09 Nov 2023,3.8Good scooty with a nice range and its comfrotable to drive with a great design 
Ola Electric S1 X,2023-11-10,Anonymous,09 Nov 2023,5.0The range if the scooty is nice the seats are also comfortable and the design is also good overall a nice scooty 
Ola Electric S1 X,2023-11-10,Ooooooo,19 Oct 2023,"4.4Attention to detail in the design is evident, with well-integrated components and a clean finish. Digital touchscreen display positioned at the center of the handlebar, this vibrant display provides all the necessary information. High-quality materials giving it a premium look and feel."
Keeway Vieste 300,2023-11-10,Manaranjan,1 Year ago,4.4The best part is it is Equipped with keyless ignition and service reach needs to be increased
Keeway Vieste 300,2023-11-10,Mansi Chowdhary,1 Year ago,"5.0This scooter have really good features, twin discs, 280 cc engine and good pick up."
Keeway Vieste 300,2023-11-10,Danish,1 Year ago,"4.2Value for money, superior performance, comfort, and stylish looks. Hybrid bike"
Dynamo RX4,2023-11-10,Satish,06 Nov 2023,4.4It has a sleek and modern design that combines aesthetics with functionality. It has a sporty appearance with clean lines and a streamlined silhouette.
Dynamo RX4,2023-11-10,Bhavika Khurana,06 Nov 2023,"4.4It features a full suspension system. This includes front and rear suspension forks that absorb shocks and vibrations, providing a smooth ride even on rough terrain."
Dynamo RX1,2023-11-10,Yu,06 Nov 2023,"4.4It has a comprehensive display panel. Located on the handlebars, the display provides riders with real-time information such as speed, distance traveled, battery level, and assist level."
Dynamo RX1,2023-11-10,Ganesh,06 Nov 2023,"4.4It is designed with an upright riding position, which helps to reduce strain on the rider's back and neck. This ergonomic design allows for a more relaxed and comfortable riding experience."
Dynamo X1,2023-11-10,Asaram Shinde,06 Nov 2023,"4.4It has features that enhance the overall user experience. These features include stereo speakers for immersive audio, a headphone jack for convenience, and an IP68 rating for water and dust resistance."
Dynamo X1,2023-11-10,shivam,06 Nov 2023,"4.4It boasts a sleek and modern design, with a slim profile and clean lines. It is  constructed using high-quality materials, ensuring durability and longevity. Its compact size makes it portable and easy to carry around."
Dynamo X2,2023-11-10,Vippa Shekar reddy,06 Nov 2023,4.4It has a sleek and modern design that is both aesthetically pleasing and functional. It features a compact form factor with dimensions of and weighs.
Dynamo X2,2023-11-10,Pavan kumar,06 Nov 2023,"4.4It is equipped with a powerful processor that ensures smooth and fast operation.Due to this multitask seamlessly, run resource-intensive applications, and enjoy a lag-free experience."
Dynamo X4,2023-11-10,Vikram Singh,06 Nov 2023,4.4It features a lightweight and durable frame constructed from high-quality materials such as carbon fiber or aluminum alloy.
Dynamo X4,2023-11-10,Sivakumar,06 Nov 2023,4.4It features a well-designed seat or saddle. It is ergonomically shaped to provide support and reduce pressure points during long rides.
Dynamo XL,2023-11-10,Vijay,06 Nov 2023,4.4It features a sturdy and lightweight frame made from high-quality materials such as aluminum or carbon fiber. The frame is designed to withstand the rigors of off-road riding while providing optimal strength and stability.
Dynamo XL,2023-11-10,Bhupendra singh,06 Nov 2023,"4.4It comes equipped with a full suspension setup, including both front and rear suspension forks. The suspension helps absorb shocks and bumps encountered on rough terrains, ensuring a smoother and more comfortable ride."
Dynamo Smiley,2023-11-10,akshay mk,06 Nov 2023,"4.4Its frame is shaped like a smiley face, giving it a distinctive and eye-catching appearance."
Dynamo Smiley,2023-11-10,V vreddy,06 Nov 2023,"4.4It includes a rear rack, which provides a convenient space for carrying items such as bags, groceries, or even a small backpack."
RBSEVA Legend,2023-11-10,Kuldeep,7 Month ago,3.7You will surely enjoy it. Suspension is also good to drive within the city and you can do a little bit of off-roading too.
RBSEVA Rider,2023-11-10,Amar Dhakate,7 Month ago,3.7No one would have given such a good build quality.Its torque power is better than ola
RBSEVA Rider Super,2023-11-10,Balasaheb thote,7 Month ago,3.7
RBSEVA Auram,2023-11-10,,06 Nov 2023,4.4It has a futuristic and aerodynamic design. It boasts a sleek and stylish appearance that turns heads wherever it goes. Its lightweight frame contributes to its agility and maneuverability.
RBSEVA Auram,2023-11-10,rahul,06 Nov 2023,"4.4It comes with a powerful electric motor that delivers impressive performance. It offers instant torque and smooth acceleration, allowing riders to experience thrilling rides."
RBSEVA RBS250 Loader,2023-11-10,Madhukar kumar,06 Nov 2023,"4.4It is equipped with a sturdy steel frame that ensures durability and stability during heavy-duty operations. The loader attachment at the front of the bike allows for easy loading and unloading of materials, making it ideal for transporting goods or equipment"
RBSEVA RBS250 Loader,2023-11-10,Madhukar kumar,06 Nov 2023,"4.4Its electric motor provides ample power to assist with pedaling, especially when carrying heavy loads or traversing uphill terrains. This significantly reduces the effort required from the rider and allows for smoother and more efficient transportation."
RBSEVA RBSEVA RIO,2023-11-10,Debajit lahon,06 Nov 2023,"4.4It features a sleek and modern design that is both stylish and functional. It has a sturdy frame made of high-quality materials, ensuring durability and longevity."
RBSEVA RBSEVA RIO,2023-11-10,Vishal gurjar,06 Nov 2023,"4.4It has several features that enhance convenience and safety. It has an LCD display that provides real-time information such as speed, distance traveled, battery level, and riding mode."
RBSEVA Royal ZL3,2023-11-10,Ajju,06 Nov 2023,"4.4It delivers an exceptional ride experience and performance. It has lightweight frame and smooth gear system, which makes it responsive and agile, making it perfect for both short and long-distance rides."
RBSEVA Royal ZL3,2023-11-10,Dhamo,06 Nov 2023,4.4It has comfortable saddle and ergonomic grips ensure that riders can maintain a comfortable position for extended periods.
RBSEVA Royal DLX,2023-11-10,Ishu,06 Nov 2023,4.4It comes with features like a rear carrier rack for carrying luggage or groceries. It also includes mudguards to protect the rider from splashes during rainy conditions.
RBSEVA Royal DLX,2023-11-10,Anand,06 Nov 2023,4.4It has a comfortable seating position with an adjustable saddle height to accommodate riders of different heights. It also features front and rear suspension to absorb shocks and provide a smooth riding experience.
RBSEVA Legend Super,2023-11-10,Guwahati,06 Nov 2023,4.4It showcases a sleek and aggressive design that exudes a sense of power and speed. Its aerodynamic bodywork not only enhances its visual appeal.
RBSEVA Legend Super,2023-11-10,Thomas,06 Nov 2023,"4.4Its powerful engine delivers exhilarating acceleration and impressive top speeds.The high-performance brakes offer precise stopping power, enhancing safety during sudden braking situations."
AMO Electric Jaunty,2023-11-10,Dharam Jain,8 Month ago,"4.0The scooter look beautiful, good speed"
AMO Electric Jaunty,2023-11-10,Vijay kumar,1 Year ago,3.8I buy jaunty but i faced problem with maintenance service center. There is not skillful people. And there is not any home repairing system like other company. 
AMO Electric Jaunty,2023-11-10,Saurabh,1 Year ago,1.0Poor performance dealer in bad service and not support for team gwalior and Bhind I think worst of money 
AMO Electric Inspirer,2023-11-10,Prateek,8 Month ago,3.5Easy to handle & comfortable to ride
AMO Electric Inspirer,2023-11-10,Atul Kothari,1 Year ago,"3.0Very good E scooter for students and girls.Riding experience is like a petrol scooter.Looks sporty, and battery performance is very good."
AMO Electric Inspirer,2023-11-10,Rocky Singh,1 Year ago,3.4I have purchased the Amo Electric scooter Inspirer 4 months ago.Working well.The max speed is 45kmph
AMO Electric Jaunty Plus,2023-11-10,Surender Kumar,4 Month ago,5.0It's looks excellent. Very affordable and good for daily commutes. 
AMO Electric Jaunty Plus,2023-11-10,Sushant,8 Month ago,"4.0 The scooter look amazing , comfortable seating but not good performance"
AMO Electric Jaunty Plus,2023-11-10,Jai,1 Year ago,"4.6This scooter is very good .I purchased this on the occasion of DIPAWALI . I am fully satisfied from this .it goes max speed 53-54 km/sec. and I checked it for 112 km for one charge
"
AMO Electric Jaunty-3W,2023-11-10,Raj Yadav,11 Month ago,"4.4It takes only 4 hours to fully charge it, I found it a very good thing. And its performance and build quality is very good."
AMO Electric Jaunty-3W,2023-11-10,Ronak Agarwal,11 Month ago,"4.2Its seat and handle are very comfortable, we can drive it comfortably. My experience was very good in using it."
AMO Electric Jaunty-3W,2023-11-10,Jai Sharma,11 Month ago,3.8Its best thing is that it runs comfortably for 80 to 100 minutes in a single full charge. I am totally satisfied with the scooty.
Enigma GT450,2023-11-10,Vaibhav Rebari,19 Oct 2023,"4.4It offers a comfortable seating position for both the rider and passenger. Seats are typically designed with ergonomics in mind, ensuring that long rides can be enjoyed without discomfort."
Enigma GT450,2023-11-10,Krishana oraon,19 Oct 2023,4.4Features  are anti-lock braking systems (ABS) and traction control to provide optimal control and stability during braking and acceleration.
Enigma GT450,2023-11-10,Kuldeep,18 Oct 2023,"3.5With a durable aluminum frame and high-quality components that are designed to withstand the rigors of daily use. Its motor and battery are also designed to last, with a long lifespan and minimal maintenance required. Battery has been praised for its long lifespan. It is well-known for being durable. "
Enigma Ambier N8,2023-11-10,sanjeev,19 Oct 2023,"4.4It may include a built-in GPS system that allows riders to navigate through unfamiliar routes with ease. Additionally, it may have Bluetooth connectivity, enabling riders to connect their smartphones or other devices for music streaming or receiving calls while on the go."
Enigma Ambier N8,2023-11-10,Sandee,19 Oct 2023,"4.4It is crafted to ensure a relaxed riding position, reducing strain on the rider's body. Handlebars are positioned at a comfortable height and angle, allowing for a natural grip and minimizing stress on the wrists and shoulders."
Enigma Ambier N8,2023-11-10,Yogesh kumar bhati,18 Oct 2023,3.7Fabulous design and its lightweight and compact dimensions make it easy for ride. Design extends to the smaller components of the scooty as well. Headlights are designed to provide optimal visibility while adding to the overall aesthetics of the vehicle. Taillights are strategically placed to enhance safety and visibility for other drivers on the road. 
Super Eco T1,2023-11-10,Bhaskar patir,7 Month ago,3.7Not worth buying it& i did not have a good experience with it
Super Eco S 2,2023-11-10,Deepak Kansal,7 Month ago,3.7It is a tiny small bike. It is available in a single gearbox. It cost a Very low maintenance fee. This bike has self start. You can ride this bike in any kind of field. Very strong and its front light makes it cute and elegant.
Viertric V4 Eagle,2023-11-10,Palak Thakor,1 Year ago,"4.0Good electric scooter, perfect for daily commuter."
Viertric V4 Eagle,2023-11-10,Jignesh Tripathi,1 Year ago,4.0Good scooter for drive in city condition and speed is pretty good.
Viertric V4 Max,2023-11-10,Kariyappa,1 Year ago,4.2Looks very beautiful and reasonably affordable scooter.Speed and mileage are also great.Perfect e-scooter.
Viertric V4 Max,2023-11-10,Kabir Singh,1 Year ago,"4.4Smart lights, very light but yet comfortable seating. Charging around 4hours. Bike body looks nice and strong."
Viertric V4 Max,2023-11-10,Preety Singh,1 Year ago,4.2Stylish And Perfect E-Scooter. Very smooth ride within city. Ecofriendly.
Viertric V4 XL,2023-11-10,Aneesh,1 Year ago,4.6It is looking beautiful and is also a reasonable price scooter. Its mileage and speed are also good. This is the perfect e-scooter.
Viertric V4 XL,2023-11-10,Rajveer,1 Year ago,4.2It has some of the most stunning features. Headlights are really smart looking. Very light scooter too.
Viertric V4 Mist,2023-11-10,Pankaj Sahani,1 Year ago,4.4I really like the design of this vehicle. I'm definitely going to buy this.
Viertric V4 Mist,2023-11-10,Tapesh Bothra,1 Year ago,4.0Awesome design and looks. I would rate it a 5 star.
Viertric V4 Mist,2023-11-10,Jigar Gupta,1 Year ago,4.0I was looking from so long to buy a vehicle which is easy to ride so that everyone in the family can use it. My search finally stops here.
Deltic Drixx,2023-11-10,Sadab,3 Month ago,"1.4Service at the showroom is disgusting. During buying they told deltic drixx will run 80-85 km on one charge.  But after 5 months it is running 65 km per charge. When i went to showroom to see the matter. They are now saying it happens, it will decrease 10 kilometers in one year. And actually it is decreased by  20 kilometers in only 5 months. Deltic company is fooling people. Please don't buy this company's scooter. Please go for branded companies like hero and honda etc."
Deltic Drixx,2023-11-10,Anup Goel,1 Year ago,3.8I think the brand needs to work on tyer as they are not tubeless.
Deltic Trento,2023-11-10,Saurabh Gupta,19 Oct 2023,"4.4It is an electric scooter with a retro design. It has a lightweight aluminum frame, 250W rear hub motor, and 36V 8AH lithium battery. "
Deltic Trento,2023-11-10,,19 Oct 2023,"4.4This scooter range is 75 km per charge. It has a top speed of 45 km/hr, and a motor power of 1800. The battery warranty is three years. "
Deltic Trento,2023-11-10,Jitendra Singh dhama,18 Oct 2023,"4.0Suspension system of the scooty is tuned to offer a comfortable ride on different road conditions. It effectively absorbs bumps and vibrations, ensuring a smooth and stable experience for the rider. Braking system is also well-designed, providing responsive stopping power when needed. It provide comfort during rides. "
Deltic ZGS,2023-11-10,Abhijit Patil,19 Oct 2023,4.4 It  has high-quality components such as smooth-rolling tires and efficient braking systems. These components not only enhance performance but also contribute to a more comfortable riding experience.It also provides a natural grip position.
Deltic ZGS,2023-11-10,Rajesh Kansal,19 Oct 2023,4.4It is an electric scooter with a top speed of 45 km/hr and a range of 70 km per charge. It has a 2 kW hub-mounted BLDC electric motor that powers the rear wheel. It requires  5 to 6 hours to charge.
Deltic ZGS,2023-11-10,Bijaya Kumar Mishra,18 Oct 2023,3.5It  is powered by a powerful motor that offers a top speed of up to 70 kmph. It can travel best on a full charge. LCD speedometer is highly accurate and makes it easy to keep track of your speed while on the ride. Electric scooter that effortlessly combines form and function. Its compact design and powerful motor make it perfect for navigating urban streets. 
EVeium CZAR,2023-11-10,Abhishek mehta,8 Month ago,"3.8Not look attractive, no storage option, performance not good. I don't like"
EVeium COMET,2023-11-10,Sambasiva Rao,8 Month ago,"3.8Unpleasant look, uncomfortable seat, performance not good"
EVeium COSMO EV,2023-11-10,Prakash,8 Month ago,"3.8Scooter look simple, easy to drive but performance not good"
BNC Challenger S110,2023-11-10,Anonymous,07 Nov 2023,"4.2Very comfortable vehicle for daily commute. The flixibility of the vehicle for traffic prone roads is what makes the design efficient and more usable. The design is efficient for bumpy and unpredictable roads. As a daily user for longer travel, I find challenger a way more dependable vehicle in terms of cost efficiency and reliability. "
BNC Challenger S110,2023-11-10,Anonymous,07 Nov 2023,"5.0Very comfortable with a good step through design. Also love the removable battery system, which allows me to charge at my house. This vehicle is meant for off-roading where other EV get weak. Highly recommended to those who need motorcycled based EV two wheeler. Get yourself this amazing vehicle today "
Eblu Feo,2023-11-10,Satish chakkar,1 Month ago,"4.4It features a reliable and responsive braking system, making it a safe option for city rides and highway drives. Brakes are designed to provide smooth and consistent stopping power, ensuring the safety of the rider and the pillion. "
Eblu Feo,2023-11-10,Atharva Joshi,1 Month ago,"4.4It has best performance. Powered by electric motor which provides ample power and reliability. It  is ideal for covering large areas quickly, as well as a narrow tip that is better suited for detailed cleaning work. It has top speed of 60km/h and range is 110km/h in single charge which is amazing good."
Eblu Feo,2023-11-10,Bhaskar Shetty,2 Month ago,"4.4Seat is designed to provide optimal comfort for both the rider and the pillion. Seat is wide and well-cushioned, with a textured surface that provides better grip and support. Pillion seat is also well-padded and has a separate backrest for added comfort. "
Gemopai Ryder,2023-11-10,Satendar,8 Month ago,"3.8Colour of the scooter good, comfortable to drive . Overall performance good"
Gemopai Astrid Lite,2023-11-10,Ansar,12 Month ago,3.0Good and some improvement must be done battery Fixing
Gemopai Astrid Lite,2023-11-10,Amit Jain,1 Year ago,3.8This looks great and the maintenance cost is very low since it is an EV vehicle. It is the best option to buy.
Gemopai Miso,2023-11-10,Walter cabral,1 Year ago,4.2I appreciate Gemopai manufacturing unit excellent one I have one red colour its superb and value for money 
Gemopai Miso,2023-11-10,Gowrisiva,1 Year ago,3.8It has decent riding range of 75 km.It does Quick charging to 90% in just 2 hours.It has Multiple colour options.
Gemopai Ryder SuperMax,2023-11-10,Rahul,8 Month ago,4.0
White Carbon Motors GT5,2023-11-10,ankur kataria,11 Month ago,4.0Performance is amazing and excellent. And this scooter is so stylish and comfortable that it's perfect for day-to-day activities.
White Carbon Motors GT5,2023-11-10,Deepak Saini,11 Month ago,"4.4It has nice looks and features, as well as a very comfortable seat. This is a great scooter in this segment."
White Carbon Motors GT5,2023-11-10,Julian Singh,11 Month ago,"4.0It has USB charge ports, an aluminium swing arm, a built-in anti-theft system, and 12-inch alloy wheels. All the features and specifications are very useful."
White Carbon Motors O3,2023-11-10,Sahil sidana,7 Month ago,4.0it has reasonable price but don?t know about the features
Bounce Infinity E1,2023-11-10,Rahul,2 Month ago,5.0 Scooter very good I m completely satisfied with performance and mileage
Bounce Infinity E1,2023-11-10,saurav  Kumar,2 Month ago,"5.0 nice ev for Indian market.
amezing looks, and design. "
Bounce Infinity E1,2023-11-10,Aashisj,6 Month ago,4.6I just completed my 1000km and I am so happy with the power and comfort. It only take 3hrs to fully charge and give 70km range at 40km/h and 55km range at 65 km/h. One more thing is ita removable battery take it anywhere and just put a charger. No hifi apps just simple function and best is cruise. Both disc. Rear tyre is larger for potholes. And telescopic suspension. What to say about price. With this built quality ather and tvs lowered their prices. Thanks for the space.  
Lectrix SX25,2023-11-10,Anonymous,31 Days ago,"3.4I like the scooter as it's my first scooter. It charges in 4-4.5h. It doesn't have much features like reverse, cruise control key control. But it's value for money. It's comfortable to ride. In my unit battery indicator is always on , which I don't like. But overall it's good scooty."
Lectrix LXS,2023-11-10,SGSC PAVAN,1 Month ago,1.0High-quality design giving it a premium look and feel.
Lectrix LXS,2023-11-10,Somveer Ugraweer,11 Month ago,"4.6In terms of price and styling, I believe it is one of the best scooters in the segment. Because of its sleek and cute appearance, it has an appealing appearance. It only requires five to six hours of charging time, which I believe is optimal."
Lectrix LXS,2023-11-10,Suresh Sondhi,11 Month ago,"3.8Seeing as my son is only sixteen years old and I needed a low-speed electric vehicle, I chose the Electric Atria because it requires less charging time and has a riding range of 85kmph, which is sufficient from school to home and home to tuition. As a result, it is a hassle-free scooter for both me and my son."
Avon E Lite,2023-11-10,Nikhil,2 Month ago,5.0 It has excellent design and its handle is very light so it can move easily.
Avon E Lite,2023-11-10,Chandan,2 Month ago,5.0 Super past charging super moter super comprt super milage
Avon E Lite,2023-11-10,Seha,11 Month ago,4.6Its quite good but its speed limit is 40 thats all
Avon E Scoot,2023-11-10,Bhaskar Roy,1 Year ago,"4.2It was an amazing bike with the most relevant price and affordable as per its performance, safety."
Avon E Scoot,2023-11-10,RUDRA ENTERPRISES,1 Year ago,5.0Good product and excelent feature. fully remote control and revers gear system.
Avon E Plus,2023-11-10,Prasant,6 Month ago,5.0Very Great.
Avon E Plus,2023-11-10,Bhaveshkumar,1 Year ago,"4.2It has a stylish body design. Talking about instrumentation, it's easy to read and display."
Avon E Plus,2023-11-10,Akhilesh Singhi,1 Year ago,4.2This cycle cum bike with power brake has got that special feature which makes it different from other bikes. I will give a big thumbs up if you are planning to buy this!
Avon E - STAR,2023-11-10,Shashi Bhushan,11 Month ago,4.0This electric scooter is very affordable and is the right choice at this price point. Perfect electric scooter for daily commuting.
Avon E - STAR,2023-11-10,Chandan Mishra,11 Month ago,"3.8The manintainence of this scooter is very low and it looks good, also the seat is very comfortable. Nice scooter."
Avon E - STAR,2023-11-10,Bhupendar Singh,11 Month ago,4.2My father gave me this scooter and I am extremely grateful to him for providing me with this scooter. I use it every day to get to college and Many of my friends are drawn to it because of its fashionable appearance.
Avon E Mate,2023-11-10,Mantehi,2 Month ago,4.6 Nice pretty design good day for the next to my new one is going on
Avon E Mate,2023-11-10,Bhuvan Nayak,1 Year ago,4.2out dated model
Avon E Mate,2023-11-10,Dilip Mishra,1 Year ago,4.4I found this vehicle very attractive due to its stylish looks. I bought it just 4 months back and I am also satisfied with its performance.
Kyte Energy Magnum Pro,2023-11-10,Vikas,11 Month ago,4.0It is an electric scooter that travels at a high speed and is reasonably priced. Best electric scooter for regular commuting.
Kyte Energy Magnum Pro,2023-11-10,Shashank Mehta,11 Month ago,3.8It's a highly cost-effective vehicle for commuting within cities. The battery choices we have before making a purchase is the next best feature. The nice part is that this requires no maintenance as well.
Kyte Energy Magnum Pro,2023-11-10,Sehejpal Tomar,11 Month ago,"4.0One of the best electric scooters in this price range, allowing of a high speed of about 45 KM/h and with a decent range of 75 KM."
Li-ions Spock Electric Scooter,2023-11-10,Riyaz,7 Month ago,"3.8Engine power is best, easy to go on longe drives with it"
Avera Retrosa,2023-11-10,fghd,8 Month ago,"4.0Ride quality, performance good. Comfortable to drive but need features"
